TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
hougang,317,hougang avenue 7,530317,1.3653,103.896455,11,kangkar,hougang,north-east region
pasir ris,642,pasir ris drive 10,510642,1.377556,103.93841,13,pasir ris west,pasir ris,east region
jurong west,643,jurong west street 61,640643,1.339252,103.69569,10,jurong west central,jurong west,west region
sengkang,203A,compassvale road,541203,1.386469,103.895408,16,sengkang town centre,sengkang,north-east region
queenstown,111,commonwealth crescent,140111,1.306352,103.798466,10,commonwealth,queenstown,central region
woodlands,571C,woodlands avenue 1,733571,1.430376,103.789928,12,woodlands south,woodlands,north region
jurong west,601,jurong west street 62,640601,1.339662,103.700138,15,jurong west central,jurong west,west region
bukit batok,185,bukit batok west avenue 6,650185,1.347037,103.744977,11,bukit batok west,bukit batok,west region
hougang,170,hougang avenue 1,530170,1.351463,103.889319,14,tai seng,hougang,north-east region
woodlands,351,woodlands avenue 1,730351,1.432506,103.784062,12,woodgrove,woodlands,north region
bedok,805,chai chee road,460805,1.324306,103.921625,15,kembangan,bedok,east region
punggol,302A,punggol place,821302,1.404424,103.904444,16,punggol town centre,punggol,north-east region
tampines,243,tampines street 21,521243,1.354195,103.947122,12,tampines east,tampines,east region
hougang,517,hougang avenue 10,530517,1.372803,103.88974,4,hougang west,hougang,north-east region
woodlands,893D,woodlands drive 50,733893,1.436318,103.789948,11,midview,woodlands,north region
sengkang,122C,sengkang east way,543122,1.387509,103.906144,17,rivervale,sengkang,north-east region
bishan,228,bishan street 23,570228,1.357949,103.846768,16,marymount,bishan,central region
hougang,314,hougang avenue 5,530314,1.364765,103.894219,13,kangkar,hougang,north-east region
bedok,170,bedok south road,460170,1.32072,103.946111,12,bedok south,bedok,east region
bedok,532,bedok north street 3,460532,1.334192,103.925387,17,bedok north,bedok,east region
sengkang,434A,fernvale road,791434,1.394374,103.876322,20,fernvale,sengkang,north-east region
tampines,207,tampines street 21,520207,1.351363,103.952226,9,tampines east,tampines,east region
ang mo kio,443,ang mo kio avenue 10,560443,1.366044,103.855369,12,chong boon,ang mo kio,north-east region
clementi,311C,clementi avenue 4,123311,1.320106,103.765573,40,clementi north,clementi,west region
sembawang,116A,canberra crescent,751116,1.445379,103.83002,11,sembawang east,sembawang,north region
bukit batok,347,bukit batok street 34,650347,1.36227,103.751193,4,hong kah north,bukit batok,west region
sengkang,158A,rivervale crescent,541158,1.38872,103.906869,18,rivervale,sengkang,north-east region
ang mo kio,716,ang mo kio avenue 6,560716,1.371478,103.845869,20,ang mo kio town centre,ang mo kio,north-east region
choa chu kang,295,choa chu kang avenue 2,680295,1.378166,103.740968,12,keat hong,choa chu kang,west region
bedok,37,bedok south avenue 2,460037,1.321907,103.939847,16,bedok south,bedok,east region
tampines,450F,tampines street 42,526450,1.357928,103.953021,11,tampines east,tampines,east region
pasir ris,578,pasir ris street 53,510578,1.37398,103.947507,13,pasir ris central,pasir ris,east region
jurong east,251,jurong east street 24,600251,1.343166,103.739676,9,yuhua east,jurong east,west region
punggol,613B,punggol drive,822613,1.404277,103.908278,16,waterway east,punggol,north-east region
bukit panjang,601,senja road,670601,1.381916,103.7625,16,senja,bukit panjang,west region
yishun,840,yishun street 81,760840,1.415715,103.83341,12,yishun south,yishun,north region
bukit batok,109,bukit batok west avenue 6,650109,1.347004,103.74617,11,bukit batok central,bukit batok,west region
yishun,771,yishun avenue 3,760771,1.42396,103.832607,12,yishun west,yishun,north region
bukit panjang,610,senja road,670610,1.383401,103.761237,21,senja,bukit panjang,west region
sembawang,589C,montreal drive,753589,1.449713,103.824891,14,admiralty,sembawang,north region
jurong west,524,jurong west street 52,640524,1.347198,103.717247,14,hong kah,jurong west,west region
bukit batok,351,bukit batok street 34,650351,1.361878,103.749455,4,hong kah north,bukit batok,west region
woodlands,524,woodlands drive 14,730524,1.432648,103.79368,12,woodlands south,woodlands,north region
jurong east,411,pandan gardens,600411,1.319022,103.746692,15,teban gardens,jurong east,west region
choa chu kang,540,choa chu kang street 52,680540,1.392874,103.743812,13,choa chu kang north,choa chu kang,west region
choa chu kang,204,choa chu kang avenue 1,680204,1.380791,103.749227,19,choa chu kang central,choa chu kang,west region
bukit merah,69,redhill close,150069,1.287017,103.816375,30,redhill,bukit merah,central region
jurong west,905,jurong west street 91,640905,1.34047,103.685234,4,yunnan,jurong west,west region
jurong west,730,jurong west street 72,640730,1.346109,103.698427,15,yunnan,jurong west,west region
sengkang,217C,compassvale drive,543217,1.389836,103.894154,16,sengkang town centre,sengkang,north-east region
tampines,879,tampines avenue 8,520879,1.35214,103.930768,12,tampines west,tampines,east region
jurong west,424,jurong west avenue 1,640424,1.351058,103.724886,4,hong kah,jurong west,west region
kallang/whampoa,61,jalan tenteram,320061,1.327971,103.857573,2,balestier,novena,central region
ang mo kio,352,ang mo kio street 32,560352,1.364425,103.850864,30,townsville,ang mo kio,north-east region
jurong west,561A,jurong west street 42,641561,1.354294,103.719755,16,hong kah,jurong west,west region
jurong east,331,jurong east avenue 1,600331,1.350827,103.73042,13,yuhua west,jurong east,west region
kallang/whampoa,17,jalan tenteram,321017,1.328212,103.859813,22,balestier,novena,central region
pasir ris,773,pasir ris street 71,510773,1.374788,103.936354,16,pasir ris west,pasir ris,east region
yishun,509B,yishun avenue 4,762509,1.4138,103.840132,13,lower seletar,yishun,north region
tampines,890B,tampines avenue 1,522890,1.346906,103.933409,16,tampines west,tampines,east region
geylang,83A,circuit road,371083,1.323314,103.88961,19,macpherson,geylang,central region
punggol,310B,punggol walk,822310,1.409323,103.900802,18,punggol town centre,punggol,north-east region
sengkang,305C,anchorvale link,543305,1.389146,103.887872,16,anchorvale,sengkang,north-east region
punggol,261C,punggol way,823261,1.405623,103.89647,17,matilda,punggol,north-east region
tampines,523C,tampines central 7,523523,1.359887,103.93887,17,tampines east,tampines,east region
pasir ris,115,pasir ris street 11,510115,1.368927,103.954871,11,pasir ris drive,pasir ris,east region
choa chu kang,424,choa chu kang avenue 4,680424,1.381483,103.740309,4,peng siang,choa chu kang,west region
toa payoh,136,potong pasir avenue 3,350136,1.333983,103.86652,14,potong pasir,toa payoh,central region
clementi,414,commonwealth avenue west,120414,1.311581,103.771625,25,clementi woods,clementi,west region
tampines,231,simei street 4,520231,1.34361,103.956903,11,simei,tampines,east region
woodlands,370,woodlands avenue 1,730370,1.432543,103.787388,12,woodgrove,woodlands,north region
hougang,914,hougang street 91,530914,1.377532,103.884019,16,trafalgar,hougang,north-east region
bedok,112,bedok reservoir road,470112,1.329694,103.91049,15,kaki bukit,bedok,east region
sembawang,416,canberra road,750416,1.451879,103.818911,14,sembawang north,sembawang,north region
yishun,816,yishun street 81,760816,1.411771,103.833368,12,yishun south,yishun,north region
choa chu kang,805B,keat hong close,682805,1.372748,103.743157,16,keat hong,choa chu kang,west region
bukit batok,291A,bukit batok street 24,650291,1.343668,103.756052,19,bukit batok south,bukit batok,west region
bukit batok,620,bukit batok central,650620,1.349705,103.748403,30,bukit batok central,bukit batok,west region
jurong east,287D,jurong east street 21,604287,1.337869,103.744114,15,toh guan,jurong east,west region
ang mo kio,535,ang mo kio avenue 5,560535,1.374583,103.853049,12,cheng san,ang mo kio,north-east region
pasir ris,566,pasir ris street 51,510566,1.369118,103.949716,13,pasir ris central,pasir ris,east region
yishun,424A,yishun avenue 11,761424,1.423226,103.848049,13,yishun east,yishun,north region
pasir ris,535,pasir ris drive 1,510535,1.370526,103.95019,13,pasir ris central,pasir ris,east region
woodlands,685B,woodlands drive 73,732685,1.441333,103.806136,14,woodlands east,woodlands,north region
yishun,677A,yishun ring road,761677,1.421977,103.843317,13,yishun south,yishun,north region
bukit merah,67,telok blangah drive,100067,1.274637,103.809633,20,telok blangah drive,bukit merah,central region
bukit batok,416,bukit batok west avenue 4,650416,1.363233,103.745989,12,hong kah north,bukit batok,west region
bukit panjang,115,pending road,670115,1.378014,103.769205,12,jelebu,bukit panjang,west region
bukit batok,259,bukit batok east avenue 4,650259,1.350859,103.759761,12,bukit batok east,bukit batok,west region
pasir ris,424,pasir ris drive 6,510424,1.370034,103.954506,4,pasir ris drive,pasir ris,east region
bedok,542,bedok north street 3,460542,1.330666,103.922844,11,bedok north,bedok,east region
toa payoh,84A,lorong 2 toa payoh,311084,1.335355,103.84703,25,toa payoh central,toa payoh,central region
clementi,411,commonwealth avenue west,120411,1.310879,103.769573,14,clementi woods,clementi,west region
pasir ris,536,pasir ris drive 1,510536,1.370631,103.949828,13,pasir ris central,pasir ris,east region
woodlands,511,woodlands drive 14,730511,1.433453,103.788654,12,woodlands south,woodlands,north region
jurong east,262,jurong east street 24,600262,1.344127,103.741112,4,yuhua east,jurong east,west region
jurong west,183B,boon lay avenue,642183,1.348326,103.70969,16,boon lay place,jurong west,west region
queenstown,59,strathmore avenue,142059,1.29319,103.811253,30,margaret drive,queenstown,central region
choa chu kang,250,choa chu kang avenue 2,680250,1.379309,103.745365,15,keat hong,choa chu kang,west region
bishan,312,shunfu road,570312,1.351205,103.838717,10,upper thomson,bishan,central region
choa chu kang,705,choa chu kang street 53,680705,1.390363,103.746124,13,choa chu kang north,choa chu kang,west region
yishun,115C,yishun ring road,763115,1.433784,103.82749,16,yishun west,yishun,north region
bukit panjang,139,petir road,670139,1.375348,103.769658,12,jelebu,bukit panjang,west region
yishun,874,yishun street 81,760874,1.41537,103.836074,12,yishun south,yishun,north region
choa chu kang,352,choa chu kang central,680352,1.382845,103.743157,12,choa chu kang central,choa chu kang,west region
jurong west,442,jurong west avenue 1,640442,1.351518,103.719496,4,hong kah,jurong west,west region
jurong east,241,jurong east street 24,600241,1.341481,103.742973,13,yuhua east,jurong east,west region
ang mo kio,402,ang mo kio avenue 10,560402,1.361477,103.8553,25,chong boon,ang mo kio,north-east region
bukit merah,114,depot road,100114,1.281759,103.806862,25,depot road,bukit merah,central region
bukit batok,263,bukit batok east avenue 4,650263,1.350292,103.75909,12,bukit batok east,bukit batok,west region
jurong west,645,jurong west street 61,640645,1.339035,103.696461,16,jurong west central,jurong west,west region
punggol,306D,punggol drive,824306,1.406081,103.906438,16,punggol town centre,punggol,north-east region
toa payoh,207,toa payoh north,310207,1.342382,103.845598,12,toa payoh west,toa payoh,central region
bukit panjang,135,cashew road,670135,1.374049,103.768885,13,jelebu,bukit panjang,west region
serangoon,332,serangoon avenue 3,550332,1.351017,103.870185,12,serangoon central,serangoon,north-east region
punggol,208B,punggol place,822208,1.401362,103.901127,16,matilda,punggol,north-east region
tampines,323,tampines street 33,520323,1.35159,103.958395,10,tampines east,tampines,east region
marine parade,3,marine terrace,440003,1.304106,103.917733,25,marine parade,marine parade,central region
clementi,442,clementi avenue 3,120442,1.314123,103.764519,4,clementi central,clementi,west region
choa chu kang,442,choa chu kang avenue 4,680442,1.38094,103.737734,15,peng siang,choa chu kang,west region
jurong west,686B,jurong west central 1,642686,1.341962,103.704542,17,jurong west central,jurong west,west region
ang mo kio,520,ang mo kio avenue 5,560520,1.373405,103.851134,25,cheng san,ang mo kio,north-east region
woodlands,764,woodlands circle,730764,1.44525,103.796811,12,woodlands east,woodlands,north region
jurong west,848,jurong west street 81,640848,1.345708,103.692018,14,yunnan,jurong west,west region
kallang/whampoa,106,jalan rajah,321106,1.328477,103.854699,10,balestier,novena,central region
bedok,120,bedok north street 2,460120,1.329973,103.937572,19,bedok north,bedok,east region
tampines,489B,tampines street 45,521489,1.361323,103.95747,12,tampines east,tampines,east region
jurong west,847,jurong west street 81,640847,1.345372,103.69187,14,yunnan,jurong west,west region
pasir ris,255,pasir ris street 21,510255,1.368227,103.964204,10,pasir ris drive,pasir ris,east region
bedok,768,bedok reservoir view,470768,1.335664,103.937322,15,bedok reservoir,bedok,east region
hougang,426,hougang avenue 6,530426,1.373564,103.893071,10,hougang east,hougang,north-east region
woodlands,898A,woodlands drive 50,730898,1.435372,103.794675,11,midview,woodlands,north region
bukit merah,136,jalan bukit merah,160136,1.278288,103.827537,10,kampong tiong bahru,bukit merah,central region
sengkang,227A,compassvale drive,541227,1.387045,103.900359,13,sengkang town centre,sengkang,north-east region
woodlands,180B,marsiling road,732180,1.439057,103.77835,31,woodlands west,woodlands,north region
bukit panjang,225,pending road,670225,1.37554,103.772545,12,bangkit,bukit panjang,west region
jurong west,932,jurong west street 92,640932,1.341752,103.688664,13,yunnan,jurong west,west region
jurong west,658D,jurong west street 65,644658,1.337217,103.700758,16,jurong west central,jurong west,west region
sengkang,156,rivervale crescent,540156,1.391109,103.907428,17,rivervale,sengkang,north-east region
clementi,603,clementi west street 1,120603,1.304789,103.767329,4,clementi woods,clementi,west region
tampines,346,tampines street 33,520346,1.351238,103.962571,10,tampines east,tampines,east region
punggol,274D,punggol place,824274,1.403034,103.901689,16,matilda,punggol,north-east region
bukit merah,95A,henderson road,151095,1.286493,103.821434,40,henderson hill,bukit merah,central region
